subject,predicate,object
4428107,wikidata/Education::,3119713
33034,wikidata/Education::,29155
4163034,wikidata/Ownership::,2164785
21796,littlesis/Donation/Grant::2000 usd (Campaign Contribution),28742
2165368,wikidata/Education::,38425
4504581,wikidata/Education::,29359
4927913,wikidata/Education::,29223
34970,wikidata/Education::,29175
7492205,wikidata/Education::,38412
4184272,wikidata/Education::,29143
7205873,wikidata/Education::,3119713
6362241,wikidata/Education::,29143
24166,wikidata/Education::,29136
6330853,wikidata/Education::,29359
255913,littlesis/Donation/Grant::4200 usd (Campaign Contribution),28344
2181867,wikidata/Education::,245622
7175567,wikidata/Education::,3119713
4378843,wikidata/Education::,29223
4429,littlesis/Donation/Grant::2800 usd (Campaign Contribution),212847
6364738,wikidata/Education::,4184023
4300,littlesis/Donation/Grant::2800 usd (Campaign Contribution),52760
3121603,wikidata/Education::,29155
5399963,wikidata/Education::,29155
2301285,wikidata/Education::,415846
7377381,wikidata/Bachelor of Arts (public affairs),29223
33430,wikidata/Education::,38450
5478863,wikidata/Education::,29136
5189099,wikidata/Education::,29110
52718,littlesis/MBA,29359
5375965,wikidata/Education::,29156
4192296,wikidata/chief executive officer,3597
5200378,wikidata/Education::,29148
6206724,wikidata/Education::,5213208
6390791,wikidata/Education::,38397
4393613,wikidata/Education::,255354
6197009,wikidata/Education::,29110
38018,wikidata/Master of Arts,5227852
3145485,wikidata/Bachelor of Arts (botany),38397
7516577,wikidata/Education::,29156
2151475,wikidata/Education::,7199570
7213246,wikidata/Education::,10158
5392208,wikidata/Education::,29110
1024401,wikidata/Education::,29155
2149603,wikidata/Education::,29110
28557,littlesis/Donation/Grant::950 usd (Campaign Contribution),37989
301,littlesis/Ownership::Institutional investor (2255097 shares),367557
5357150,wikidata/Education::,29110
4429,littlesis/Doctorate in Computer Science,29148
7288291,wikidata/Education::,415846
4474862,wikidata/Education::,29136
38098,littlesis/Donation/Grant::4700 usd (Campaign Contribution),28344
399441,littlesis/Position::Legislative Assistant,38109
3617118,wikidata/Bachelor of Science,29359
5335752,wikidata/Education::,29110
7225612,wikidata/Education::,29175
29340,littlesis/Donation/Grant::3000 usd (Campaign Contribution),37969
5864349,wikidata/Education::,38450
226146,littlesis/Donation/Grant::8600 usd (Campaign Contribution),28480
6476808,wikidata/Education::,29155
7603550,wikidata/Education::,3119713
28872,littlesis/MBA,38425
895067,wikidata/Education::,29155
2284586,wikidata/Education::,29143
7332395,wikidata/Education::,2157382
6347158,wikidata/Education::,29143
6275527,wikidata/Education::,29143
891982,wikidata/Education::,4211424
7198681,wikidata/Education::,3119713
2281156,wikidata/Education::,29110
38392,littlesis/Donation/Grant::8700 usd (Campaign Contribution),19915
4474871,wikidata/Education::,38450
3345184,wikidata/Education::,29110
28787,littlesis/Donation/Grant::1500 usd (Campaign Contribution),28344
960669,wikidata/Education::,29148
4190590,wikidata/Education::,261954
2163578,wikidata/Education::,5184890
2415639,wikidata/Education::,29223
7596417,wikidata/Education::,29156
259761,littlesis/Family::husband,99586
4209248,wikidata/Education::,29110
28715,littlesis/Donation/Grant::2000 usd (Campaign Contribution),28235
6425978,wikidata/Education::,35960
4201270,wikidata/Ownership:: (20% stake),8906
856397,wikidata/Education::,29143
4414,littlesis/Donation/Grant::250000 usd (Campaign Contribution),28454
2140867,wikidata/Education::,255354
22429,wikidata/Ownership::,2317399
58238,littlesis/senior process engineer,833
211485,wikidata/Ownership::,3136157
6387125,wikidata/Doctor of Philosophy,29136
5969081,wikidata/Education::,4184023
961407,wikidata/Education::,255354
5529208,wikidata/Education::,29143
7354430,wikidata/Education::,29110
3502850,wikidata/Education::,21865
5250466,wikidata/Education::,29143
4198710,wikidata/Education::,29241
828261,wikidata/Education::,38397
2230797,wikidata/Education::,38397
2173821,wikidata/Hierarchy::has subsidiary,7316314
6237003,wikidata/Education::,38397
28914,littlesis/Donation/Grant::6750 usd (Campaign Contribution),28546
368225,littlesis/Donation/Grant::1000 usd (Campaign Contribution),38214
2372414,wikidata/Education::,38450
28610,littlesis/Donation/Grant::2400 usd (Campaign Contribution),28534
5270551,wikidata/Education::,255354
6290021,wikidata/Education::,7199570
4498920,wikidata/Education::,29159
105,wikidata/Ownership::,5203331
4390693,wikidata/Education::,226145
2428805,wikidata/Education::,2184217
399465,littlesis/2017,3647
6346929,wikidata/Education::,416561
259318,littlesis/Donation/Grant::2400 usd (Campaign Contribution),259275
28730,littlesis/Donation/Grant::500 usd (Campaign Contribution),413006
7498205,wikidata/Education::,29175
861390,wikidata/Education::,10158
380181,littlesis/Donation/Grant::7950 usd (Campaign Contribution),28344
826651,wikidata/Education::,29143
2249458,wikidata/Education::,29241
53000,littlesis/Donation/Grant::2500 usd (Campaign Contribution),260590
5204395,wikidata/Education::,2157382
2341712,wikidata/Education::,29136
139927,wikidata/Education::,261954
7356629,wikidata/Education::,29110
6248553,wikidata/Education::,38397
38119,wikidata/Master in Public Administration,29110
4300,littlesis/Donation/Grant::2800 usd (Campaign Contribution),403773
3316083,wikidata/Education::,29110
7595219,wikidata/Master of Arts,29143
589939,wikidata/Education::,29155
29181,littlesis/Donation/Grant::5600 usd (Campaign Contribution),418020
6326471,wikidata/Education::,29110
373648,littlesis/Prospective parliamentary candidate,372252
370531,littlesis/Executive Vice President,260479
21952,wikidata/Ownership::,7194078
5200232,wikidata/Education::,21865
5210625,wikidata/Education::,29110
2401598,wikidata/Education::,29143
5372057,wikidata/Education::,29148
5512148,wikidata/Education::,6175003
32271,wikidata/Education::,5213208
4202309,wikidata/Education::,29110
255303,littlesis/President,29222
4041,littlesis/Donation/Grant::4500 usd (Campaign Contribution),21796
840671,wikidata/Hierarchy::has subsidiary,2162756
7212080,wikidata/Education::,29143
7206712,wikidata/Education::,4182169
256687,littlesis/Donation/Grant::2250 usd (Campaign Contribution),38048
5442577,wikidata/Education::,29148
1315113,wikidata/Education::,29156
2348625,wikidata/Education::,29148
76134,wikidata/Education::,29156
4191166,wikidata/Education::,5213208
2286474,wikidata/Education::,29241
3788,littlesis/Ownership::Institutional investor (6404231 shares),995
6208127,wikidata/Education::,38450
1401839,wikidata/Education::,29110
4363179,wikidata/Education::,38425
2315934,wikidata/Education::,5213208
954142,wikidata/Education::,29148
799,littlesis/Donation/Grant::4000 usd (Campaign Contribution),28534
3116920,wikidata/Education::,29110
6318770,wikidata/Education::,29223
895437,wikidata/Education::,29155
2352182,wikidata/Education::,29110
2189148,wikidata/Education::,416561
5337667,wikidata/Education::,29110
1162672,wikidata/Education::,29155
4384185,wikidata/Education::,21865
245622,littlesis/Donation/Grant::105178 usd (contribution),197153
151151,littlesis/Position::Former Campaign Staff,197153
7185661,wikidata/Education::,38425
2289220,wikidata/Education::,261954
7554634,wikidata/Bachelor of Arts,261954
2148615,wikidata/Education::,38450
25670,littlesis/Membership::Canadian Member,302390
4348204,wikidata/Education::,29155
2176990,wikidata/Education::,29110
4384508,wikidata/Education::,38450
4358844,wikidata/Education::,2157382
3241268,wikidata/Education::,29223
5195748,wikidata/Education::,38397
837003,wikidata/Juris Doctor,29223
1015286,wikidata/Education::,29110
833824,wikidata/Education::,29223
255445,wikidata/Education::,29223
4041,littlesis/Donation/Grant::833 usd (Campaign Contribution),28481
3597,wikidata/Ownership::,2154791
12170,wikidata/Education::,29156
428977,littlesis/Donation/Grant::650 usd (Campaign Contribution),28344
2341544,wikidata/Education::,29110
956008,wikidata/Education::,29143
1460439,wikidata/Education::,29175
37998,littlesis/MS in Public Administration,226145
211485,wikidata/Hierarchy::has subsidiary,7179586
5478085,wikidata/Education::,7199570
1194028,wikidata/Education::,261954
4386188,wikidata/Education::,38425
6372716,wikidata/Education::,38425
4189702,wikidata/Education::,4184023
429351,wikidata/Education::,29241
822255,wikidata/Education::,29148
5350597,wikidata/bachelor's degree,21865
6302968,wikidata/Education::,261954
846389,wikidata/Master of Arts,29110
820770,wikidata/Doctor of Philosophy,4184023
6484368,wikidata/Education::,29222
956783,wikidata/Bachelor of Arts,29110
180746,littlesis/Donation/Grant::5400 usd (Campaign Contribution),28344
187169,wikidata/bachelor's degree (law),4235354
14230,littlesis/Donation/Grant::17300 usd (Campaign Contribution),28480
405990,littlesis/Donation/Grant::200 usd (Campaign Contribution),28344
2294390,wikidata/Education::,255354
1092818,wikidata/Education::,255354
900309,wikidata/Education::,416561
7527779,wikidata/Education::,38404
38387,littlesis/Donation/Grant::1000 usd (Campaign Contribution),37942
3254342,wikidata/Education::,5213208
3249370,wikidata/Education::,29110
2139977,wikidata/Education::,35960
4336621,wikidata/Doctor of Philosophy (psychology),29143
3568,wikidata/Ownership::,5229107
29012,wikidata/Education::,29143
7371732,wikidata/Education::,29175
1124853,wikidata/Education::,29222
4478498,wikidata/Education::,38535
2212864,wikidata/Education::,29110
401696,wikidata/Hierarchy::has subsidiary (100% stake),7193672
6239366,wikidata/Education::,21865
2151439,wikidata/Education::,3119713
4291100,wikidata/Education::,29110
6207265,wikidata/Education::,29241
5190182,wikidata/Education::,3119713
5196286,wikidata/Education::,261954
997907,wikidata/Education::,29159
2288347,wikidata/Education::,5213208
7467528,wikidata/Education::,29148
6344336,wikidata/Education::,29223
6609035,wikidata/Education::,4211424
6315814,wikidata/Education::,29148
3628,littlesis/Service/Transaction::880000 usd (Lobbying Client),29611
816204,wikidata/Education::,416568
4176166,wikidata/Education::,5213208
6273675,wikidata/Education::,5213208
900181,wikidata/Bachelor of Science,38450
5191992,wikidata/Education::,21865
91898,wikidata/Bachelor of Arts,29159
829100,wikidata/Education::,38397
413003,littlesis/Donation/Grant::8210 usd (Campaign Contribution),150074
3528452,wikidata/Education::,415846
4375648,wikidata/Education::,255354
7241272,wikidata/Education::,29155
2422418,wikidata/Education::,35960
4335470,wikidata/Education::,29110
66862,wikidata/Education::,38397
7617705,wikidata/Education::,38397
4378839,wikidata/Education::,29167
7196088,wikidata/Education::,416568
3431153,wikidata/Education::,416561
259761,littlesis/Donation/Grant::1000 usd (Campaign Contribution),38044
6294018,wikidata/Education::,29148
2171788,wikidata/Master of Economics,29241
3397216,wikidata/Education::,29148
6403171,wikidata/Education::,5213208
6291075,wikidata/Education::,29143
1030562,wikidata/Education::,415669
6035,littlesis/Donation/Grant::34000 usd (Campaign Contribution),37983
2302105,wikidata/Education::,10158
3125150,wikidata/Education::,5213208
5206568,wikidata/Education::,10158
3635,littlesis/Service/Transaction::700000 usd (Lobbying Client),29519
3188454,wikidata/Education::,29148
2185001,wikidata/Education::,29110
38501,littlesis/Donation/Grant::1000 usd (Campaign Contribution),67882
4551570,wikidata/Education::,29136
4360575,wikidata/Education::,29110
5209868,wikidata/Education::,38425
7395986,wikidata/Education::,21865
840809,wikidata/(African American studies),38425
4963469,wikidata/Education::,5213208
7603230,wikidata/Education::,29143
7425771,wikidata/Education::,415846
259761,littlesis/Donation/Grant::2500 usd (Campaign Contribution),28477
7453943,wikidata/Education::,29155
7347092,wikidata/Education::,29136
836934,wikidata/Education::,29155
5392261,wikidata/Education::,29241
256070,littlesis/Donation/Grant::2500 usd (Campaign Contribution),28280
3422175,wikidata/Education::,415846
3894,littlesis/Ownership::investor,396321
3575,littlesis/Service/Transaction:: (longtime adviser),823
41125,littlesis/Bachelor of Science in Economics,226145
4438,littlesis/Donation/Grant::2500 usd (Campaign Contribution),37983
5328084,wikidata/Education::,29110
5363615,wikidata/Education::,255354
31158,wikidata/Education::,7199570
7351710,wikidata/Education::,29110
6403520,wikidata/Education::,29110
984312,wikidata/(engineering),29241
4649981,wikidata/Education::,29110
7165661,wikidata/Education::,38412
4380201,wikidata/Education::,38425
2316327,wikidata/Doctor of Philosophy,255354
4532814,wikidata/Education::,255440
2292058,wikidata/Education::,38397
6318329,wikidata/Education::,226145
3449116,wikidata/Education::,29167
1044924,wikidata/Education::,10158
429481,wikidata/Education::,38397
5209294,wikidata/Education::,29148
7196028,wikidata/Education::,5213208
1188257,wikidata/Education::,29223
6256097,wikidata/Juris Doctor,38535
821634,wikidata/Education::,29110
7302081,wikidata/Education::,29136
2199267,wikidata/Education::,29110
31767,wikidata/Education::,29136
3715044,wikidata/Education::,29223
4828197,wikidata/Education::,38397
6211278,wikidata/Education::,38397
6294886,wikidata/Education::,29110
839608,wikidata/Hierarchy::has subsidiary,2144617
256265,wikidata/Hierarchy::has subsidiary (100% stake),660193
905938,wikidata/Education::,10158
119506,littlesis/Donation/Grant::1500 usd (Campaign Contribution),28480
2278180,wikidata/Education::,38450
29222,wikidata/Hierarchy::has subsidiary,5856515
2187581,wikidata/Education::,4211424
3788,wikidata/Ownership::,841935
839485,wikidata/Ownership:: (7% stake),144
5220662,wikidata/Education::,29156
2166063,wikidata/Education::,3121131
7329658,wikidata/Education::,261954
30118,littlesis/MBA,29359
4194256,wikidata/Education::,10158
190,littlesis/CEO,3571
1018807,wikidata/Education::,29155
5614928,wikidata/Education::,29110
4414,littlesis/Dean's Advisor,255354
255364,wikidata/Master of Arts,29143
4110,littlesis/Donation/Grant::1000 usd (Campaign Contribution),28534
16872,littlesis/Professor,29148
6397889,wikidata/Education::,38397
49279,littlesis/Donation/Grant::1000 usd (Campaign Contribution),363595
2283242,wikidata/Education::,29143
5390204,wikidata/Education::,38450
28472,littlesis/Family::daughter,28629
5274513,wikidata/Education::,29143
2409752,wikidata/Bachelor of Science (mathematics),29110
1598008,wikidata/Education::,29136
2483255,wikidata/Education::,256097
3252260,wikidata/Education::,29241
49218,littlesis/Donation/Grant::6700 usd (Campaign Contribution),35111
7599259,wikidata/Education::,2147541
16899,wikidata/Education::,29110
2169785,wikidata/Education::,38425
4227747,wikidata/Education::,29143
2220412,wikidata/postdoctoral researcher,29136
28464,littlesis/Donation/Grant::1000 usd (Campaign Contribution),21796
5320512,wikidata/Bachelor of Arts (economics),21865
7356773,wikidata/Education::,29155
1571460,wikidata/Education::,29136
4217149,wikidata/Education::,29143
2147048,wikidata/Education::,29143
7231453,wikidata/Ownership:: (12% stake),7220352
2353581,wikidata/Education::,29156
129812,wikidata/doctorate,29110
2305348,wikidata/Education::,4195873
5276530,wikidata/Education::,29143
3127811,wikidata/Education::,29143
255710,littlesis/Donation/Grant::500 usd (Campaign Contribution),38002
7195010,wikidata/Education::,38450
2651701,wikidata/Education::,4184023
391271,wikidata/Education::,29156
3570,littlesis/Donation/Grant:: (Donation),63846
7241150,wikidata/Education::,29110
7395986,wikidata/Education::,29143
937581,wikidata/Education::,29110
813282,wikidata/Doctor of Philosophy,38425
31711,littlesis/MBA,29143
822112,wikidata/Education::,21865
7331239,wikidata/Education::,38425
4381145,wikidata/Bachelor of Science,29148
5441738,wikidata/Education::,3119713
3250758,wikidata/Education::,29110
28411,wikidata/Education::,29223
996498,wikidata/Education::,29155
406854,wikidata/Ownership:: (5% stake),3913
7318097,wikidata/Education::,38397
260609,littlesis/Donation/Grant::500 usd (Campaign Contribution),256070
4185817,wikidata/Education::,10158
1108219,wikidata/Education::,29159
821962,wikidata/Education::,5213208
2445946,wikidata/Education::,29136
2182534,wikidata/Education::,38425
5990583,wikidata/Education::,255440
4330006,wikidata/Education::,38425
3261481,wikidata/Education::,29241
7275214,wikidata/Education::,29156
3139138,wikidata/Education::,38425
826552,wikidata/Education::,29110
28280,wikidata/Master of Arts,38475
1399886,wikidata/Education::,3119713
5321082,wikidata/Education::,29175
17986,wikidata/(public policy),29148
3122032,wikidata/Education::,21865
6381992,wikidata/Education::,29156
7193775,wikidata/Education::,6253497
2151448,wikidata/Education::,10158
839485,wikidata/Ownership::,4209981
7599269,wikidata/Education::,38412
29181,littlesis/Donation/Grant::9900 usd (Campaign Contribution),37999
4378485,wikidata/Doctor of Philosophy,29155
37670,wikidata/Education::,29155
4393612,wikidata/Education::,29110
2268910,wikidata/Education::,29110
2153752,wikidata/Education::,415846
32496,wikidata/Education::,6861235
21952,wikidata/Hierarchy::has subsidiary (100% stake),4249191
28135,littlesis/Donation/Grant::3000 usd (Campaign Contribution),28371
943999,wikidata/Education::,5213208
6322962,wikidata/Education::,35960
7325379,wikidata/Education::,29156
38168,wikidata/associate degree,29110
2312550,wikidata/Education::,226145
1224637,wikidata/Education::,29223
2211044,wikidata/Education::,3121131
839485,wikidata/Ownership:: (6% stake),837
1162656,wikidata/Education::,29143
25465,littlesis/Donation/Grant::4300 usd (Campaign Contribution),28480
1257626,wikidata/Education::,29136
2147539,wikidata/Doctor of Philosophy (physical chemistry),38397
80209,littlesis/MBA,29359
38080,littlesis/Donation/Grant::1000 usd (Campaign Contribution),21796
4201910,wikidata/Education::,29223
3383711,wikidata/Education::,29110
174015,wikidata/Education::,5213208
32122,wikidata/Education::,3119713
2144250,wikidata/Education::,29136
6390021,wikidata/Education::,29136
2314307,wikidata/Education::,4184023
153420,wikidata/(civil engineering),29223
4326905,wikidata/Education::,38475
3383591,wikidata/Education::,29148
7378971,wikidata/Education::,38397
2445823,wikidata/Education::,29156
3263203,wikidata/Doctor of Philosophy,38397
4225184,wikidata/Education::,4211424
7267487,wikidata/Education::,10158
4315758,wikidata/Education::,21865
2140082,wikidata/Education::,3135826
1010024,wikidata/Education::,29156
991557,wikidata/Education::,38450
6338397,wikidata/Education::,10158
5315465,wikidata/Education::,29110
1273349,wikidata/Bachelor of Arts,2176742
37991,littlesis/Donation/Grant::1000 usd (Campaign Contribution),28574
3119298,wikidata/Education::,38397
5240337,wikidata/Education::,29223
2652397,wikidata/Education::,255354
3803,littlesis/Service/Transaction::24480 usd (Contractor),29085
825708,wikidata/Education::,29143
3202906,wikidata/Education::,29110
16155,littlesis/Donation/Grant::500 usd (Campaign Contribution),28480
108412,littlesis/Donation/Grant::8800 usd (Campaign Contribution),28534
37962,littlesis/Donation/Grant::3300 usd (Campaign Contribution),28344
7236515,wikidata/Education::,29110
28356,littlesis/Donation/Grant::1000 usd (Campaign Contribution),28480
1037181,wikidata/Education::,29155
6198856,wikidata/president,2140578
2175983,wikidata/Education::,29143
4756450,wikidata/Education::,4211424
4333767,wikidata/Education::,29156
2505417,wikidata/Education::,255440
901,littlesis/Lobbying::Direct Lobbying,29421
7421,wikidata/Education::,29110
21345,littlesis/Donation/Grant::1000 usd (Campaign Contribution),28344
5184900,wikidata/Ownership::,6229602
5382423,wikidata/Education::,29222
368838,littlesis/Donation/Grant::500 usd (Campaign Contribution),263665
3115804,wikidata/Education::,29136
6481606,wikidata/Education::,226145
4349001,wikidata/Education::,38535
7264408,wikidata/Education::,415846
1369053,wikidata/Education::,38425
6366140,wikidata/Education::,29110
550,wikidata/Ownership::,4195795
7323343,wikidata/Education::,29110
28794,littlesis/Donation/Grant::500 usd (Campaign Contribution),28573
6344872,wikidata/Education::,38535
150102,littlesis/Donation/Grant::1000 usd (Campaign Contribution),156479
23019,wikidata/Hierarchy::has subsidiary,3114585
7387422,wikidata/master's degree (German),29156
7197832,wikidata/Education::,7199570
828022,wikidata/Education::,5213208
4460145,wikidata/Education::,29155
907,wikidata/Ownership::,3728
3598686,wikidata/Education::,29155
3358247,wikidata/Education::,415846
256396,wikidata/Ownership::,260526
29181,littlesis/Donation/Grant::2700 usd (Campaign Contribution),28362
3373110,wikidata/Education::,29110
7189049,wikidata/Education::,3119713
29110,wikidata/Hierarchy::has subsidiary,4447293
3248728,wikidata/Education::,5213208
6211373,wikidata/Doctor of Philosophy,29110
5597700,wikidata/Education::,29143
3445485,wikidata/Education::,29110
2324301,wikidata/Education::,29156
7187459,wikidata/Education::,29241
29181,littlesis/Donation/Grant::1125 usd (Campaign Contribution),28481
7199849,wikidata/Education::,3119713
4230876,wikidata/Education::,29143
5208864,wikidata/Education::,29148
3573,littlesis/Lobbying::Direct Lobbying,30473
49279,littlesis/Donation/Grant::1000 usd (Campaign Contribution),28374
5322524,wikidata/Education::,29110
7309787,wikidata/Education::,29143
32265,wikidata/Education::,29136
49228,littlesis/Donation/Grant::500 usd (Campaign Contribution),413003
5648274,wikidata/Education::,38412
7329565,wikidata/Education::,38397
6198896,wikidata/Education::,29110
412185,littlesis/Ownership::Institutional investor (151251303 shares),108
256687,littlesis/Donation/Grant::4600 usd (Campaign Contribution),28480
4196486,wikidata/Education::,29241
2293973,wikidata/Education::,29110
1175567,wikidata/Education::,35960
6206681,wikidata/Education::,38450
965480,wikidata/Education::,38475
256070,littlesis/Donation/Grant::2000 usd (Campaign Contribution),776
256070,littlesis/Donation/Grant::3800 usd (Campaign Contribution),28565
157064,littlesis/LLB,29359
7393306,wikidata/Education::,29148
822757,wikidata/Education::,38450
15988,littlesis/Donation/Grant::4500 usd (Campaign Contribution),37969
36758,wikidata/Education::,29175
7377164,wikidata/Education::,29155
839485,wikidata/Ownership:: (6% stake),3659
2334690,wikidata/Education::,29110
2316002,wikidata/Education::,4211424
21445,littlesis/Donation/Grant:: (Silver Partner),259959
904983,wikidata/Education::,29148
2245709,wikidata/Education::,38412
6197800,wikidata/Education::,29155
858752,wikidata/Education::,255354
842566,wikidata/Ownership::,646403
2384240,wikidata/Doctor of Science,29136
2440036,wikidata/Education::,38475
4193584,wikidata/Education::,38475
2236270,wikidata/Education::,29110
2241022,wikidata/Education::,29110
5459634,wikidata/Education::,38397
1100204,wikidata/Education::,35960
6334104,wikidata/Education::,21865
991345,wikidata/Education::,29156
256070,littlesis/Donation/Grant::4600 usd (Campaign Contribution),151732
1070930,wikidata/Education::,7199570
258065,littlesis/Board member,3575
4994333,wikidata/Education::,29156
857493,wikidata/Education::,5213208
7211211,wikidata/Education::,29223
255305,littlesis/Donation/Grant::1000 usd (Campaign Contribution),49187
3241232,wikidata/Education::,29110
5210835,wikidata/Education::,29143
585457,wikidata/Education::,29110
4327822,wikidata/Education::,255538
53398,littlesis/Donation/Grant::1000 usd (Campaign Contribution),19915
2423846,wikidata/Education::,29175
256070,littlesis/Donation/Grant::1000 usd (Campaign Contribution),28219
4395245,wikidata/Education::,38475
914906,wikidata/Education::,29110
4500198,wikidata/Bachelor of Arts,29110
28712,littlesis/Donation/Grant::2240 usd (Campaign Contribution),28344
5412289,wikidata/Education::,226145
5191661,wikidata/Doctor of Philosophy,29155
150102,littlesis/Donation/Grant::250 usd (Campaign Contribution),49143
997249,wikidata/Education::,5213208
2172092,wikidata/Education::,38450
3260542,wikidata/Education::,29110
399672,littlesis/Donation/Grant::5800 usd (Campaign Contribution),19915
2224736,wikidata/Education::,38397
4188927,wikidata/Education::,29223
530938,wikidata/Education::,3119713
1139683,wikidata/Education::,29110
3240427,wikidata/Education::,29143
2144855,wikidata/Education::,4211424
5225881,wikidata/Education::,416568
2409883,wikidata/Education::,29110
5305333,wikidata/Education::,29110
2310307,wikidata/bachelor's degree (photography),29159
915870,wikidata/doctorate in France,38397
2176666,wikidata/Education::,29156
6405521,wikidata/Education::,7209287
44296,littlesis/Professor of Government,29110
3319015,wikidata/Education::,29110
7278113,wikidata/Education::,7199570
1020475,wikidata/Education::,29175
2169403,wikidata/Education::,3119713
5480365,wikidata/Education::,416568
28842,littlesis/Donation/Grant::4000 usd (Campaign Contribution),28344
6234318,wikidata/Master of Fine Arts,29156
1018451,wikidata/Education::,5213208
420562,wikidata/Education::,29110
85702,littlesis/Donation/Grant::500 usd (Campaign Contribution),28480
363729,littlesis/Ownership::Institutional investor (65200416 shares),548
49234,wikidata/Education::,29143
25433,littlesis/Donation/Grant::500 usd (Campaign Contribution),28344
820747,wikidata/Education::,29156
10249,littlesis/Donation/Grant::1000 usd (Campaign Contribution),21796
7197952,wikidata/Education::,2157382
4208280,wikidata/Education::,29148
1038809,wikidata/Education::,29110
6504987,wikidata/Education::,29159
4280191,wikidata/Bachelor of Arts,29241
6328495,wikidata/Education::,29110
194,littlesis/Member,255718
30799,wikidata/Education::,3119713
6849961,wikidata/Education::,29155
6221769,wikidata/Education::,21865
1370178,wikidata/Bachelor of Science,38397
3319989,wikidata/Education::,2157382
4202938,wikidata/Education::,29155
28348,littlesis/Donation/Grant::3000 usd (Campaign Contribution),28319
38278,littlesis/Donation/Grant::500 usd (Campaign Contribution),37983
7386761,wikidata/Education::,5218639
3313169,wikidata/Education::,29223
4270972,wikidata/Education::,29241
6320134,wikidata/Education::,261954
3707642,wikidata/Education::,29110
5336380,wikidata/Education::,29143
5210287,wikidata/Education::,29159
7311717,wikidata/Education::,29156
4077020,wikidata/Education::,29175
7485,littlesis/BA,38397
3148889,wikidata/Education::,255440
39050,littlesis/Donation/Grant::2500 usd (Campaign Contribution),83296
3811,wikidata/Hierarchy::has subsidiary,7597660
108,littlesis/Donation/Grant:: (Donation),255750
4179443,wikidata/Education::,3119713
7190859,wikidata/Education::,29143
7379919,wikidata/Education::,29148
962778,wikidata/Education::,29143
3464297,wikidata/Bachelor of Arts,29359
4177267,wikidata/Ownership::,4307367
6349325,wikidata/Education::,416561
5521217,wikidata/Education::,38425
7350327,wikidata/Education::,4211424
6361260,wikidata/Education::,29143
2157715,wikidata/Education::,29241
7358832,wikidata/Education::,5213208
29143,wikidata/Hierarchy::has subsidiary,6197585
5210336,wikidata/Education::,7199570
761531,wikidata/Education::,38475
2265509,wikidata/Doctor of Philosophy,29143
2154135,wikidata/Education::,29148
2341544,wikidata/Education::,29175
7280921,wikidata/Education::,29136
28945,wikidata/Education::,29110
255321,littlesis/Graduate,29175
34136,wikidata/Hierarchy::has subsidiary,3153304
6174505,wikidata/Education::,29110
38062,wikidata/Master of Philosophy,29175
95648,littlesis/Donation/Grant::1000 usd (Campaign Contribution),28480
3189674,wikidata/Education::,29155
211485,wikidata/Ownership::,6229251
5201996,wikidata/Education::,29148
5389293,wikidata/bachelor's degree,255354
3205435,wikidata/Education::,38412
4184851,wikidata/Education::,4209949
4233152,wikidata/Education::,261954
1020508,wikidata/Education::,29110
4511540,wikidata/Education::,29110
3325068,wikidata/Education::,29143
7623616,wikidata/president,1905846
6609121,wikidata/Education::,226145
2245926,wikidata/Education::,7245749
5320587,wikidata/Education::,29148
6499496,wikidata/Education::,5218639
1017906,wikidata/Education::,29359
32501,wikidata/Ownership::,2418248
7464049,wikidata/Education::,38535
4362303,wikidata/Education::,29155
1528199,wikidata/Education::,2157382
1278446,wikidata/Education::,38425
226257,littlesis/Donation/Grant::450 usd (Campaign Contribution),37992
29181,littlesis/Donation/Grant::5600 usd (Campaign Contribution),28527
1185496,wikidata/Education::,2157382
1458398,wikidata/Education::,29156
4185922,wikidata/Education::,29159
334502,wikidata/Education::,21865
2226184,wikidata/Education::,29110
271224,littlesis/Donation/Grant::3500 usd (Campaign Contribution),260590
4184912,wikidata/Education::,29241
3921290,wikidata/master's degree,29136
3115952,wikidata/Education::,29148
936469,wikidata/Education::,29143
3426689,wikidata/Education::,416568
4076950,wikidata/Education::,38535
3248902,wikidata/Education::,29110
2353532,wikidata/Education::,29156
920,littlesis/Service/Transaction::28353235 usd (Contractor),29085
4179535,wikidata/Juris Doctor,29155
6363923,wikidata/Education::,29110
1110447,wikidata/Education::,6200082
5213284,wikidata/Education::,38397
3245558,wikidata/Ownership::,793578
4473963,wikidata/Education::,226145
5210962,wikidata/Education::,29110
6248657,wikidata/Education::,38397
1007390,wikidata/Education::,38404
38011,littlesis/Donation/Grant::250 usd (Campaign Contribution),28315
4330183,wikidata/Education::,29143
7365101,wikidata/Education::,21865
2171343,wikidata/Education::,38397
1272687,wikidata/Education::,38450
389590,littlesis/Donation/Grant::2050 usd (Campaign Contribution),28480
820935,wikidata/Education::,29159
4387259,wikidata/Education::,29167
6148537,wikidata/Education::,38404
4359882,wikidata/Education::,4184023
150767,littlesis/Donation/Grant::4400 usd (Campaign Contribution),28344
2394522,wikidata/Education::,7199570
830019,wikidata/Hierarchy::has subsidiary,726481
28825,littlesis/Donation/Grant::2000 usd (Campaign Contribution),37983
7194861,wikidata/Education::,29136
7277543,wikidata/Education::,7199570
5191456,wikidata/Education::,29110
5269449,wikidata/Education::,29156
900867,wikidata/Education::,29136
